sku,codigo_barras,nome,marca,categoria,conteudo_embalagem,unidade,preco_custo,preco_venda,estoque_inicial,estoque_minimo,tipo,ativo,status_conferencia,fonte
EAN-7894900180022,7894900180022,Refrigerante ginger ale schweppes lata 220ml,Schweppes,Refrigerantes,220 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900180022
EAN-7891991014861,7891991014861,Refrigerante guaraná antarctica garrafa 3l,Guaraná Antarctica,Refrigerantes,3 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7891991014861
EAN-7894900093278,7894900093278,"Refrigerante guaraná fanta garrafa 1,5l",Fanta,Refrigerantes,1.5 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900093278
EAN-7894900093056,7894900093056,Refrigerante guaraná fanta garrafa 2l,Fanta,Refrigerantes,2 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900093056
EAN-7894900093025,7894900093025,Refrigerante guaraná fanta lata 220ml,Fanta,Refrigerantes,220 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900093025
EAN-7894900911510,7894900911510,Refrigerante guaraná kuat garrafa 2l,Kuat,Refrigerantes,2 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900911510
EAN-7894900911701,7894900911701,Refrigerante guaraná kuat garrafa 3l,Kuat,Refrigerantes,3 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900911701
EAN-7894900910391,7894900910391,Refrigerante guaraná kuat lata 220ml,Kuat,Refrigerantes,220 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900910391
EAN-7894900094022,7894900094022,Refrigerante guaraná zero adição de açúcar fanta garrafa 2l,Fanta,Refrigerantes,2 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900094022
EAN-7894900031751,7894900031751,"Refrigerante laranja fanta garrafa 1,5l",Fanta,Refrigerantes,1.5 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900031751
EAN-7894900031591,7894900031591,"Refrigerante laranja fanta garrafa 2,5l embalagem econômica",Fanta,Refrigerantes,2.5 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900031591
EAN-7894900031515,7894900031515,Refrigerante laranja fanta garrafa 2l,Fanta,Refrigerantes,2 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900031515
EAN-7894900031706,7894900031706,Refrigerante laranja fanta garrafa 3l embalagem econômica,Fanta,Refrigerantes,3 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900031706
EAN-7894900033564,7894900033564,Refrigerante laranja fanta garrafa 500ml,Fanta,Refrigerantes,500 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900033564
EAN-7894900031607,7894900031607,Refrigerante laranja fanta garrafa 600ml,Fanta,Refrigerantes,600 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900031607
EAN-7894900030396,7894900030396,Refrigerante laranja fanta lata 220ml,Fanta,Refrigerantes,220 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900030396
EAN-7894900031157,7894900031157,Refrigerante laranja fanta lata 310ml,Fanta,Refrigerantes,310 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900031157
EAN-7894900030013,7894900030013,Refrigerante laranja fanta lata 350ml,Fanta,Refrigerantes,350 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900030013
EAN-7894900151510,7894900151510,Refrigerante laranja zero adição de açúcar fanta garrafa 2l,Fanta,Refrigerantes,2 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900151510
EAN-7894900680522,7894900680522,"Refrigerante lemon fresh sprite garrafa 1,5l",Sprite,Refrigerantes,1.5 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900680522
EAN-7894900680553,7894900680553,Refrigerante lemon fresh sprite garrafa 600ml,Sprite,Refrigerantes,600 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900680553
EAN-7894900680508,7894900680508,Refrigerante lemon fresh zero açúcar sprite garrafa 510ml,Sprite,Refrigerantes,510 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900680508
EAN-7894900131154,7894900131154,Refrigerante light coca cola lata 310ml,Coca-Cola,Refrigerantes,310 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900131154
EAN-7894900061512,7894900061512,Refrigerante limão sem açúcares sprite garrafa 2l,Sprite,Refrigerantes,2 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900061512
EAN-7894900681000,7894900681000,Refrigerante limão sprite garrafa 2l,Sprite,Refrigerantes,2 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900681000
EAN-7894900681178,7894900681178,Refrigerante limão sprite lata 220ml,Sprite,Refrigerantes,220 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900681178
EAN-7894900681017,7894900681017,Refrigerante limão sprite lata 350ml,Sprite,Refrigerantes,350 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900681017
EAN-7894900091014,7894900091014,Refrigerante maracujá fanta garrafa 2l,Fanta,Refrigerantes,2 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900091014
EAN-7894900091007,7894900091007,Refrigerante maracujá fanta lata 350ml,Fanta,Refrigerantes,350 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900091007
EAN-7894900701609,7894900701609,Refrigerante sem açúcar coca cola garrafa 600ml,Coca-Cola,Refrigerantes,600 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900701609
EAN-7894900701159,7894900701159,Refrigerante sem açúcar coca cola lata 310ml,Coca-Cola,Refrigerantes,310 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900701159
EAN-7894900096002,7894900096002,Refrigerante tutti frutti fanta garrafa 2l,Fanta,Refrigerantes,2 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900096002
EAN-7891991301657,7891991301657,Refrigerante uva verde guaraná antarctica lata 350ml,Guaraná Antarctica,Refrigerantes,350 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7891991301657
EAN-7894900010015,7894900010015,Coca cola lt 350ml,Coca-Cola,Refrigerantes,350 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900010015
EAN-7894900049831,7894900049831,Fanta laranja zero lt 350 ml 6/1,Fanta,Refrigerantes,350 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900049831
EAN-7894900051759,7894900051759,Fanta uva 1 5l,Fanta,Refrigerantes,5 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900051759
EAN-7894900027334,7894900027334,Kit refrigerante coca cola original fanta guaraná 2l cada leve mais pague menos,Coca-Cola,Refrigerantes,2 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900027334
EAN-7894900027327,7894900027327,Kit refrigerante coca cola original fanta laranja 2l cada,Coca-Cola,Refrigerantes,2 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900027327
EAN-7894900039061,7894900039061,Kit refrigerante coca cola original laranja fanta 2l cada leve mais pague menos,Coca-Cola,Refrigerantes,2 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900039061
EAN-7891991298254,7891991298254,Kit refrigerante guaraná antarctica cola pepsi 2l cada leve mais pague menos,Pepsi,Refrigerantes,2 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7891991298254
EAN-7894900012606,7894900012606,Pack refrigerante coca cola original garrafa 6 unidades 600ml cada leve mais pague menos,Coca-Cola,Refrigerantes,600 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900012606
EAN-7894900702606,7894900702606,Pack refrigerante sem açúcar coca cola garrafa 6 unidades 600ml cada leve mais pague menos,Coca-Cola,Refrigerantes,600 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900702606
EAN-7894900701326,7894900701326,Pack refrigerante sem açúcar coca cola lata 6 unidades 350ml cada leve mais pague menos,Coca-Cola,Refrigerantes,350 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900701326
EAN-7892840800000,7892840800000,Refrigerante de cola pepsi 2l,Pepsi,Refrigerantes,2 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840800000
EAN-7892840800239,7892840800239,Refrigerante de cola pepsi 600ml,Pepsi,Refrigerantes,600 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840800239
EAN-7897123886078,7897123886078,Água mineral soda com gás prata club soda garrafa 200ml,,Refrigerantes,200 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7897123886078
EAN-7891991002646,7891991002646,Guaraná antarctica 600ml,Guaraná Antarctica,Refrigerantes,600 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7891991002646
EAN-7894900094640,7894900094640,Kit 6 refrigerantes coca cola original 3 guaraná fanta 3 laranja fanta 200ml cada leve mais pague menos,Coca-Cola,Refrigerantes,200 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900094640
EAN-7894900709063,7894900709063,Kit refrigerante coca cola original coca cola sem açúcar 2l cada leve mais pague menos,Coca-Cola,Refrigerantes,2 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900709063
EAN-7891991298247,7891991298247,Kit refrigerante guaraná antarctica limonada soda antarctica 2l cada leve mais pague menos,Guaraná Antarctica,Refrigerantes,2 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7891991298247
EAN-7891098041814,7891098041814,Refresco adoçado guaraná e açaí leão garrafa 450ml,,Refrigerantes,450 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7891098041814
EAN-7622210569882,7622210569882,Refresco em pó guaraná fresh pacote 15g,,Refrigerantes,15 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7622210569882
EAN-7896490290631,7896490290631,Refresco em pó guaraná frisco pacote 25g,,Refrigerantes,25 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896490290631
EAN-7891132082568,7891132082568,Refresco em pó guaraná mid pacote 20g,,Refrigerantes,20 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7891132082568
EAN-7897123886054,7897123886054,Refrigerante citrus prata garrafa 200ml,,Refrigerantes,200 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7897123886054
EAN-7897123886023,7897123886023,Refrigerante citrus prata lata 269ml,,Refrigerantes,269 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7897123886023
EAN-7898950338440,7898950338440,Refrigerante cola zero açúcar zero sódio wewi garrafa 255ml,,Refrigerantes,255 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898950338440
EAN-7897123886108,7897123886108,Refrigerante ginger prata garrafa 200ml,,Refrigerantes,200 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7897123886108
EAN-7897123886115,7897123886115,Refrigerante ginger prata lata 269ml,,Refrigerantes,269 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7897123886115
EAN-7891991016124,7891991016124,Refrigerante guaraná zero açúcar antarctica garrafa 200ml,,Refrigerantes,200 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7891991016124
EAN-7898950338402,7898950338402,Refrigerante guaraná zero açúcar wewi garrafa 255ml,,Refrigerantes,255 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898950338402
EAN-7898950338112,7898950338112,Refrigerante guaraná zero açúcar zero sódio wewi lata 350ml,,Refrigerantes,350 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898950338112
EAN-7896052607129,7896052607129,Refrigerante laranja pera fys lata 350ml,,Refrigerantes,350 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896052607129
EAN-7891149108282,7891149108282,Refrigerante laranja sukita garrafa 200ml,,Refrigerantes,200 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7891149108282
EAN-7896052607167,7896052607167,Refrigerante limão siciliano fys lata 350ml,,Refrigerantes,350 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896052607167
EAN-7891991297172,7891991297172,Refrigerante limão sukita garrafa 2l,,Refrigerantes,2 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7891991297172
EAN-7891991014984,7891991014984,Refrigerante limonada soda antarctica garrafa 200ml,,Refrigerantes,200 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7891991014984
EAN-7898950338433,7898950338433,Refrigerante orgânico cola zero sódio wewi garrafa 255ml,,Refrigerantes,255 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898950338433
EAN-7898950338068,7898950338068,Refrigerante orgânico cola zero sódio wewi lata 350ml,,Refrigerantes,350 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898950338068
EAN-7898950338396,7898950338396,Refrigerante orgânico guaraná zero sódio wewi garrafa 255ml,,Refrigerantes,255 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898950338396
EAN-7898950338419,7898950338419,Refrigerante orgânico laranja zero sódio wewi garrafa 255ml,,Refrigerantes,255 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898950338419
EAN-7898950338044,7898950338044,Refrigerante orgânico laranja zero sódio wewi lata 350ml,,Refrigerantes,350 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898950338044
EAN-7898950338471,7898950338471,Refrigerante orgânico lemon sour zero sódio wewi garrafa 255ml,,Refrigerantes,255 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898950338471
EAN-7898950338488,7898950338488,Refrigerante orgânico mate zero sódio wewi tea soda garrafa 255ml,,Refrigerantes,255 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898950338488
EAN-7897123885965,7897123885965,Refrigerante pink lemonade prata garrafa 200ml,,Refrigerantes,200 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7897123885965
EAN-7897123886085,7897123886085,Refrigerante soda prata club soda lata 269ml,,Refrigerantes,269 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7897123886085
EAN-7891991300810,7891991300810,Refrigerante tubaína sukita garrafa 2l,,Refrigerantes,2 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7891991300810
EAN-7896052603497,7896052603497,Refrigerante tutti frutti itubaína original garrafa 355ml,,Refrigerantes,355 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896052603497
EAN-7896052604975,7896052604975,Refrigerante tutti frutti itubaína retrô lata 350ml,,Refrigerantes,350 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896052604975
EAN-7891991298674,7891991298674,Refrigerante uva sukita garrafa 200ml,,Refrigerantes,200 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7891991298674
EAN-7894900033632,7894900033632,Fanta laranja garrafa pet,Fanta,Refrigerantes,,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900033632
EAN-7892840802745,7892840802745,Pepsi twist lata,Pepsi,Refrigerantes,,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840802745
EAN-7896519298099,7896519298099,Açaí com guaraná de marchi sport pote 910g,,Refrigerantes,910 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896519298099
EAN-7896519298297,7896519298297,Açaí com guaraná e banana de marchi sport pote 910g,,Refrigerantes,910 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896519298297
EAN-7898922437140,7898922437140,Açaí com guaraná e granola orgânico banana sambazon pote 200ml,,Refrigerantes,200 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898922437140
EAN-7898922437164,7898922437164,Açaí com guaraná e granola orgânico original sambazon pote 200ml,,Refrigerantes,200 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898922437164
EAN-7896519298198,7896519298198,Açaí com guaraná e morango de marchi sport pote 910g,,Refrigerantes,910 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896519298198
EAN-7898922437126,7898922437126,Açaí com guaraná orgânico banana sambazon pote 900ml,,Refrigerantes,900 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898922437126
EAN-7898922437072,7898922437072,Açaí com guaraná orgânico sambazon pote 900ml,,Refrigerantes,900 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898922437072
EAN-7891098042187,7891098042187,Chá açaí e guaraná leão caixa 20g 10 unidades,,Refrigerantes,20 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7891098042187
EAN-7891098041685,7891098041685,Chá mate guaraná leão recarrega caixa 16g 10 unidades,,Refrigerantes,16 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7891098041685
EAN-7898036493018,7898036493018,"Sorbet açaí com guaraná fuzzy pote 1,5l",,Refrigerantes,1.5 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898036493018
EAN-7892840808013,7892840808013,Isotônico frutas cítricas gatorade garrafa 500ml,Gatorade,"Águas, sucos e isotônicos",500 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840808013
EAN-7892840808020,7892840808020,Isotônico laranja gatorade garrafa 500ml,Gatorade,"Águas, sucos e isotônicos",500 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840808020
EAN-7892840808037,7892840808037,Isotônico limão gatorade garrafa 500ml,Gatorade,"Águas, sucos e isotônicos",500 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840808037
EAN-7892840808051,7892840808051,Isotônico uva gatorade garrafa 500ml,Gatorade,"Águas, sucos e isotônicos",500 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840808051
EAN-7898965716127,7898965716127,"Suco integral maçã com hibisco, canela gengibre villa piva garrafa 1l",Bis,"Águas, sucos e isotônicos",1 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898965716127
EAN-7898965716158,7898965716158,"Suco integral maçã com hibisco, canela gengibre villa piva garrafa 300ml",Bis,"Águas, sucos e isotônicos",300 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898965716158
EAN-7891098041203,7891098041203,Chá mate hibisco cereja chá leão senses caixa 20g 10 unidades,Bis,"Águas, sucos e isotônicos",20 G,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7891098041203
EAN-7894900113563,7894900113563,Isotônico limão i9 powerade squeeze 500ml,Powerade,"Águas, sucos e isotônicos",500 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900113563
EAN-7894900504002,7894900504002,Isotônico mix de frutas fifa world cup qatar 2022 powerade squeeze 500ml,Powerade,"Águas, sucos e isotônicos",500 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900504002
EAN-7892840808174,7892840808174,Isotônico sabor morango e maracujá gatorade 500ml,Gatorade,"Águas, sucos e isotônicos",500 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7892840808174
EAN-7894900123562,7894900123562,Isotônico tangerina i9 powerade squeeze 500ml,Powerade,"Águas, sucos e isotônicos",500 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900123562
EAN-7894900501001,7894900501001,Isotônico uva fifa world cup qatar 2022 powerade squeeze 500ml,Powerade,"Águas, sucos e isotônicos",500 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900501001
EAN-7894900110005,7894900110005,Isotônico uva verde i9 powerade squeeze 500ml,Powerade,"Águas, sucos e isotônicos",500 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900110005
EAN-7898965716226,7898965716226,Água de coco esterilizada integral villa piva garrafa 1l,,"Águas, sucos e isotônicos",1 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898965716226
EAN-7898965716233,7898965716233,Água de coco esterilizada integral villa piva garrafa 300ml,,"Águas, sucos e isotônicos",300 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898965716233
EAN-7896931614910,7896931614910,Água de coco integral campo largo garrafa 900ml,,"Águas, sucos e isotônicos",900 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896931614910
EAN-7898965685034,7898965685034,Chá mate com gás cafeína natural baer mate lata 269ml,,"Águas, sucos e isotônicos",269 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898965685034
EAN-7891098041647,7891098041647,Chá mate com gás limão leão lata 290ml,,"Águas, sucos e isotônicos",290 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7891098041647
EAN-7898965716172,7898965716172,Chá mate hortelã villa piva garrafa 1l,,"Águas, sucos e isotônicos",1 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898965716172
EAN-7898965716196,7898965716196,Chá mate hortelã villa piva garrafa 300ml,,"Águas, sucos e isotônicos",300 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898965716196
EAN-7898952578608,7898952578608,Chá mate ice tea limão bebah garrafa 900ml,,"Águas, sucos e isotônicos",900 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7898952578608
EAN-7891098040749,7891098040749,Chá mate limão matte leão garrafa 450ml,,"Águas, sucos e isotônicos",450 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7891098040749
EAN-7891098040596,7891098040596,"Chá mate limão matte leão zero garrafa 1,5l",,"Águas, sucos e isotônicos",1.5 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7891098040596
EAN-7896931614453,7896931614453,Chá mate orgânico limão campo largo garrafa 250ml,,"Águas, sucos e isotônicos",250 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7896931614453
EAN-7891098040688,7891098040688,Chá mate original matte leão garrafa 450ml,,"Águas, sucos e isotônicos",450 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7891098040688
EAN-7891098040572,7891098040572,"Chá mate original matte leão zero garrafa 1,5l",,"Águas, sucos e isotônicos",1.5 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7891098040572
EAN-7891098040602,7891098040602,"Chá mate pêssego matte leão garrafa 1,5l",,"Águas, sucos e isotônicos",1.5 L,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7891098040602
EAN-7894900660319,7894900660319,Néctar pêssego del valle lata 290ml,,"Águas, sucos e isotônicos",290 ML,UN,,,0,0,PRODUTO,SIM,CONFERIR EMBALAGEM,https://world.openfoodfacts.org/product/7894900660319
